0.323030843228376	0	0	0	0.0646583037211211
0.332629554080732	0	0	0	0
0.321352501572973	0	0	0	0
0.00242991441098739	0	0	0.317931378772525	0
0.308056984905064	0	0	0	0
0.438056920926571	0	0	0	0
0.0914329394124101	0	0	0.157990004142052	0
0.391185514090315	0	0	0.167475291893242	0
0	0.323319872772591	0.073470019764893	0	0
0	0.0927828477452775	0	0	0.0115833639255172
0	0.123456300237595	0	0	0
0	0.131095269667486	0	0	0.191800056531889
0	0.166633201821815	0	0	0
0	0.41260500312294	0	0	0.0237325151194645
0.284061473690025	0.444007305640525	0	0	0
0.0400351161145064	0.268351940017932	0	0	0
0	0	0.233173745759265	0	0
0	0	0.129495765766312	0	0
0.0981146325478445	0	0.528420636294493	0.174500080839592	0.186842996192939
0.13770896304423	0	0.177064921802922	0	0
0	0	0.221780727890343	0	0
0.0286809881782832	0	0	0.139701448792313	0
0.232365381771403	0	0	0	0.053361121117477
0	0	0.369480918256792	0	0
0.0392309262030216	0	0	0.35385534718334	0
0	0	0	0.409761895778629	0
0	0.080201794885331	0	0.152410751102716	0.0472098521243674
0	0	0	0.23456176594783	0
0	0	0	0.37864755907056	0
0	0	0.247280367592625	0.382028732167012	0
0	0	0	0.814121671081879	0
0	0	0.0291527282064744	0.686127743692933	0
0.0486172795559695	0	0	0.097208654165056	0.249602390866635
0	0	0	0	0.194589503269813
0	0	0.0832821050736564	0	0.133188273291999
0	0	0	0	0.206521878909894
0	0	0	0	0.0589682061860941
0	0	0.133690411639636	0	0
0	0.088054703540053	0	0.0459392489736786	0
0	0	0.00606945304627993	0	0.440992216374194
